stt,age,inc,eth,sex,edu,pop2008
WA,30-44,$40-75k,Hispanic,Male,Post-Grad,506
WA,30-44,$40-75k,Hispanic,Female,< HS,1608
WA,30-44,$40-75k,Hispanic,Female,HS,3170
WA,30-44,$40-75k,Hispanic,Female,Some Coll,4044
WA,30-44,$40-75k,Hispanic,Female,Coll,1026
WA,30-44,$40-75k,Hispanic,Female,Post-Grad,569
WA,30-44,$40-75k,Other,Male,< HS,1613
WA,30-44,$40-75k,Other,Male,HS,4939
WA,30-44,$40-75k,Other,Male,Some Coll,7425
WA,30-44,$40-75k,Other,Male,Coll,3222
WA,30-44,$40-75k,Other,Male,Post-Grad,954
WA,30-44,$40-75k,Other,Female,< HS,1876
WA,30-44,$40-75k,Other,Female,HS,4955
WA,30-44,$40-75k,Other,Female,Some Coll,7243
WA,30-44,$40-75k,Other,Female,Coll,3893
WA,30-44,$40-75k,Other,Female,Post-Grad,1270
WA,30-44,$75-150k,White,Male,< HS,6409
WA,30-44,$75-150k,White,Male,HS,37135
WA,30-44,$75-150k,White,Male,Some Coll,59978
WA,30-44,$75-150k,White,Male,Coll,55154
WA,30-44,$75-150k,White,Male,Post-Grad,21507
WA,30-44,$75-150k,White,Female,< HS,4389
WA,30-44,$75-150k,White,Female,HS,31425
WA,30-44,$75-150k,White,Female,Some Coll,64037
WA,30-44,$75-150k,White,Female,Coll,50927
WA,30-44,$75-150k,White,Female,Post-Grad,24334
WA,30-44,$75-150k,Black,Male,< HS,229
WA,30-44,$75-150k,Black,Male,HS,1252
WA,30-44,$75-150k,Black,Male,Some Coll,2405
WA,30-44,$75-150k,Black,Male,Coll,1700
WA,30-44,$75-150k,Black,Male,Post-Grad,329
WA,30-44,$75-150k,Black,Female,< HS,68
WA,30-44,$75-150k,Black,Female,HS,698
WA,30-44,$75-150k,Black,Female,Some Coll,1176
WA,30-44,$75-150k,Black,Female,Coll,782
WA,30-44,$75-150k,Black,Female,Post-Grad,554
WA,30-44,$75-150k,Hispanic,Male,< HS,999
WA,30-44,$75-150k,Hispanic,Male,HS,2578
WA,30-44,$75-150k,Hispanic,Male,Some Coll,3082
WA,30-44,$75-150k,Hispanic,Male,Coll,1449
WA,30-44,$75-150k,Hispanic,Male,Post-Grad,844
WA,30-44,$75-150k,Hispanic,Female,< HS,656
WA,30-44,$75-150k,Hispanic,Female,HS,1489
WA,30-44,$75-150k,Hispanic,Female,Some Coll,3074
WA,30-44,$75-150k,Hispanic,Female,Coll,1809
WA,30-44,$75-150k,Hispanic,Female,Post-Grad,951
WA,30-44,$75-150k,Other,Male,< HS,1544
WA,30-44,$75-150k,Other,Male,HS,3486
WA,30-44,$75-150k,Other,Male,Some Coll,6307
WA,30-44,$75-150k,Other,Male,Coll,5345
WA,30-44,$75-150k,Other,Male,Post-Grad,2322
WA,30-44,$75-150k,Other,Female,< HS,1053
WA,30-44,$75-150k,Other,Female,HS,3712
WA,30-44,$75-150k,Other,Female,Some Coll,6727
WA,30-44,$75-150k,Other,Female,Coll,7539
WA,30-44,$75-150k,Other,Female,Post-Grad,3260
WA,30-44,$150k+,White,Male,< HS,645
WA,30-44,$150k+,White,Male,HS,5156
WA,30-44,$150k+,White,Male,Some Coll,8442
WA,30-44,$150k+,White,Male,Coll,19491
WA,30-44,$150k+,White,Male,Post-Grad,10775
WA,30-44,$150k+,White,Female,< HS,382
WA,30-44,$150k+,White,Female,HS,4007
WA,30-44,$150k+,White,Female,Some Coll,9783
WA,30-44,$150k+,White,Female,Coll,19485
WA,30-44,$150k+,White,Female,Post-Grad,11079
WA,30-44,$150k+,Black,Male,< HS,20
WA,30-44,$150k+,Black,Male,HS,107
WA,30-44,$150k+,Black,Male,Some Coll,130
WA,30-44,$150k+,Black,Male,Coll,422
WA,30-44,$150k+,Black,Male,Post-Grad,143
WA,30-44,$150k+,Black,Female,< HS,0
WA,30-44,$150k+,Black,Female,HS,95
WA,30-44,$150k+,Black,Female,Some Coll,92
WA,30-44,$150k+,Black,Female,Coll,60
WA,30-44,$150k+,Black,Female,Post-Grad,163
WA,30-44,$150k+,Hispanic,Male,< HS,69
WA,30-44,$150k+,Hispanic,Male,HS,248
WA,30-44,$150k+,Hispanic,Male,Some Coll,264
WA,30-44,$150k+,Hispanic,Male,Coll,481
WA,30-44,$150k+,Hispanic,Male,Post-Grad,469
WA,30-44,$150k+,Hispanic,Female,< HS,145
WA,30-44,$150k+,Hispanic,Female,HS,98
WA,30-44,$150k+,Hispanic,Female,Some Coll,407
WA,30-44,$150k+,Hispanic,Female,Coll,570
WA,30-44,$150k+,Hispanic,Female,Post-Grad,254
WA,30-44,$150k+,Other,Male,< HS,115
WA,30-44,$150k+,Other,Male,HS,676
WA,30-44,$150k+,Other,Male,Some Coll,767
WA,30-44,$150k+,Other,Male,Coll,1945
WA,30-44,$150k+,Other,Male,Post-Grad,2639
WA,30-44,$150k+,Other,Female,< HS,204
WA,30-44,$150k+,Other,Female,HS,278
WA,30-44,$150k+,Other,Female,Some Coll,1112
WA,30-44,$150k+,Other,Female,Coll,2840
WA,30-44,$150k+,Other,Female,Post-Grad,2442
WA,45-64,$0-20k,White,Male,< HS,6736
WA,45-64,$0-20k,White,Male,HS,16243
WA,45-64,$0-20k,White,Male,Some Coll,18752
WA,45-64,$0-20k,White,Male,Coll,5508
WA,45-64,$0-20k,White,Male,Post-Grad,2755
WA,45-64,$0-20k,White,Female,< HS,8171
WA,45-64,$0-20k,White,Female,HS,20266
WA,45-64,$0-20k,White,Female,Some Coll,26982
WA,45-64,$0-20k,White,Female,Coll,7114
WA,45-64,$0-20k,White,Female,Post-Grad,2939
WA,45-64,$0-20k,Black,Male,< HS,977
WA,45-64,$0-20k,Black,Male,HS,1443
WA,45-64,$0-20k,Black,Male,Some Coll,1328
WA,45-64,$0-20k,Black,Male,Coll,113
WA,45-64,$0-20k,Black,Male,Post-Grad,51
WA,45-64,$0-20k,Black,Female,< HS,633
WA,45-64,$0-20k,Black,Female,HS,1256
WA,45-64,$0-20k,Black,Female,Some Coll,1353
WA,45-64,$0-20k,Black,Female,Coll,571
WA,45-64,$0-20k,Black,Female,Post-Grad,0
WA,45-64,$0-20k,Hispanic,Male,< HS,1510
WA,45-64,$0-20k,Hispanic,Male,HS,424
WA,45-64,$0-20k,Hispanic,Male,Some Coll,755
WA,45-64,$0-20k,Hispanic,Male,Coll,96
WA,45-64,$0-20k,Hispanic,Male,Post-Grad,63
WA,45-64,$0-20k,Hispanic,Female,< HS,1292
WA,45-64,$0-20k,Hispanic,Female,HS,684
WA,45-64,$0-20k,Hispanic,Female,Some Coll,1184
WA,45-64,$0-20k,Hispanic,Female,Coll,161
WA,45-64,$0-20k,Hispanic,Female,Post-Grad,72
WA,45-64,$0-20k,Other,Male,< HS,883
WA,45-64,$0-20k,Other,Male,HS,1493
WA,45-64,$0-20k,Other,Male,Some Coll,1552
WA,45-64,$0-20k,Other,Male,Coll,727
WA,45-64,$0-20k,Other,Male,Post-Grad,419
WA,45-64,$0-20k,Other,Female,< HS,1898
WA,45-64,$0-20k,Other,Female,HS,2251
WA,45-64,$0-20k,Other,Female,Some Coll,2329
WA,45-64,$0-20k,Other,Female,Coll,940
WA,45-64,$0-20k,Other,Female,Post-Grad,233
WA,45-64,$20-40k,White,Male,< HS,9007
WA,45-64,$20-40k,White,Male,HS,28278
WA,45-64,$20-40k,White,Male,Some Coll,33532
WA,45-64,$20-40k,White,Male,Coll,11486
WA,45-64,$20-40k,White,Male,Post-Grad,4024
WA,45-64,$20-40k,White,Female,< HS,8251
WA,45-64,$20-40k,White,Female,HS,32268
WA,45-64,$20-40k,White,Female,Some Coll,45456
WA,45-64,$20-40k,White,Female,Coll,13987
WA,45-64,$20-40k,White,Female,Post-Grad,6471
WA,45-64,$20-40k,Black,Male,< HS,114
WA,45-64,$20-40k,Black,Male,HS,1079
WA,45-64,$20-40k,Black,Male,Some Coll,1142
WA,45-64,$20-40k,Black,Male,Coll,282
WA,45-64,$20-40k,Black,Male,Post-Grad,192
WA,45-64,$20-40k,Black,Female,< HS,399
WA,45-64,$20-40k,Black,Female,HS,1328
WA,45-64,$20-40k,Black,Female,Some Coll,1681
WA,45-64,$20-40k,Black,Female,Coll,231
WA,45-64,$20-40k,Black,Female,Post-Grad,151
WA,45-64,$20-40k,Hispanic,Male,< HS,1785
WA,45-64,$20-40k,Hispanic,Male,HS,1190
WA,45-64,$20-40k,Hispanic,Male,Some Coll,1080
WA,45-64,$20-40k,Hispanic,Male,Coll,185
WA,45-64,$20-40k,Hispanic,Male,Post-Grad,143
WA,45-64,$20-40k,Hispanic,Female,< HS,2066
WA,45-64,$20-40k,Hispanic,Female,HS,1638
WA,45-64,$20-40k,Hispanic,Female,Some Coll,1106
WA,45-64,$20-40k,Hispanic,Female,Coll,136
WA,45-64,$20-40k,Hispanic,Female,Post-Grad,108
WA,45-64,$20-40k,Other,Male,< HS,1330
WA,45-64,$20-40k,Other,Male,HS,2143
WA,45-64,$20-40k,Other,Male,Some Coll,2394
WA,45-64,$20-40k,Other,Male,Coll,997
WA,45-64,$20-40k,Other,Male,Post-Grad,641
WA,45-64,$20-40k,Other,Female,< HS,2006
WA,45-64,$20-40k,Other,Female,HS,3342
WA,45-64,$20-40k,Other,Female,Some Coll,3450
WA,45-64,$20-40k,Other,Female,Coll,1798
WA,45-64,$20-40k,Other,Female,Post-Grad,464
WA,45-64,$40-75k,White,Male,< HS,11842
WA,45-64,$40-75k,White,Male,HS,55871
WA,45-64,$40-75k,White,Male,Some Coll,75633
WA,45-64,$40-75k,White,Male,Coll,32430
WA,45-64,$40-75k,White,Male,Post-Grad,17501
WA,45-64,$40-75k,White,Female,< HS,11425
WA,45-64,$40-75k,White,Female,HS,55507
WA,45-64,$40-75k,White,Female,Some Coll,81777
WA,45-64,$40-75k,White,Female,Coll,31991
WA,45-64,$40-75k,White,Female,Post-Grad,18554
WA,45-64,$40-75k,Black,Male,< HS,747
WA,45-64,$40-75k,Black,Male,HS,2182
WA,45-64,$40-75k,Black,Male,Some Coll,2418
WA,45-64,$40-75k,Black,Male,Coll,735
WA,45-64,$40-75k,Black,Male,Post-Grad,314
WA,45-64,$40-75k,Black,Female,< HS,623
WA,45-64,$40-75k,Black,Female,HS,882
WA,45-64,$40-75k,Black,Female,Some Coll,1948
WA,45-64,$40-75k,Black,Female,Coll,873
WA,45-64,$40-75k,Black,Female,Post-Grad,256
WA,45-64,$40-75k,Hispanic,Male,< HS,1854
WA,45-64,$40-75k,Hispanic,Male,HS,2244
WA,45-64,$40-75k,Hispanic,Male,Some Coll,2669
WA,45-64,$40-75k,Hispanic,Male,Coll,307
WA,45-64,$40-75k,Hispanic,Male,Post-Grad,483
WA,45-64,$40-75k,Hispanic,Female,< HS,1755
WA,45-64,$40-75k,Hispanic,Female,HS,2531
WA,45-64,$40-75k,Hispanic,Female,Some Coll,1852
WA,45-64,$40-75k,Hispanic,Female,Coll,821
WA,45-64,$40-75k,Hispanic,Female,Post-Grad,268
WA,45-64,$40-75k,Other,Male,< HS,1366
WA,45-64,$40-75k,Other,Male,HS,3836
WA,45-64,$40-75k,Other,Male,Some Coll,6797
WA,45-64,$40-75k,Other,Male,Coll,3281
WA,45-64,$40-75k,Other,Male,Post-Grad,1106
WA,45-64,$40-75k,Other,Female,< HS,2946
WA,45-64,$40-75k,Other,Female,HS,5696
WA,45-64,$40-75k,Other,Female,Some Coll,5946
WA,45-64,$40-75k,Other,Female,Coll,3128
WA,45-64,$40-75k,Other,Female,Post-Grad,911
WA,45-64,$75-150k,White,Male,< HS,7537
WA,45-64,$75-150k,White,Male,HS,48195
WA,45-64,$75-150k,White,Male,Some Coll,87140
WA,45-64,$75-150k,White,Male,Coll,63687
WA,45-64,$75-150k,White,Male,Post-Grad,44052
WA,45-64,$75-150k,White,Female,< HS,4659
WA,45-64,$75-150k,White,Female,HS,47739
WA,45-64,$75-150k,White,Female,Some Coll,90631
WA,45-64,$75-150k,White,Female,Coll,53082
WA,45-64,$75-150k,White,Female,Post-Grad,35026
WA,45-64,$75-150k,Black,Male,< HS,374
WA,45-64,$75-150k,Black,Male,HS,1424
WA,45-64,$75-150k,Black,Male,Some Coll,2833
WA,45-64,$75-150k,Black,Male,Coll,1197
WA,45-64,$75-150k,Black,Male,Post-Grad,897
WA,45-64,$75-150k,Black,Female,< HS,467
WA,45-64,$75-150k,Black,Female,HS,768
WA,45-64,$75-150k,Black,Female,Some Coll,2528
WA,45-64,$75-150k,Black,Female,Coll,577
WA,45-64,$75-150k,Black,Female,Post-Grad,627
WA,45-64,$75-150k,Hispanic,Male,< HS,1333
WA,45-64,$75-150k,Hispanic,Male,HS,1611
WA,45-64,$75-150k,Hispanic,Male,Some Coll,2740
WA,45-64,$75-150k,Hispanic,Male,Coll,1465
WA,45-64,$75-150k,Hispanic,Male,Post-Grad,921
WA,45-64,$75-150k,Hispanic,Female,< HS,766
WA,45-64,$75-150k,Hispanic,Female,HS,1530
WA,45-64,$75-150k,Hispanic,Female,Some Coll,2474
WA,45-64,$75-150k,Hispanic,Female,Coll,1138
WA,45-64,$75-150k,Hispanic,Female,Post-Grad,652
WA,45-64,$75-150k,Other,Male,< HS,1658
WA,45-64,$75-150k,Other,Male,HS,3752
WA,45-64,$75-150k,Other,Male,Some Coll,7381
WA,45-64,$75-150k,Other,Male,Coll,5069
WA,45-64,$75-150k,Other,Male,Post-Grad,3050
WA,45-64,$75-150k,Other,Female,< HS,2694
WA,45-64,$75-150k,Other,Female,HS,5182
WA,45-64,$75-150k,Other,Female,Some Coll,6716
WA,45-64,$75-150k,Other,Female,Coll,6011
WA,45-64,$75-150k,Other,Female,Post-Grad,1820
WA,45-64,$150k+,White,Male,< HS,696
WA,45-64,$150k+,White,Male,HS,7796
WA,45-64,$150k+,White,Male,Some Coll,17279
WA,45-64,$150k+,White,Male,Coll,29507
WA,45-64,$150k+,White,Male,Post-Grad,30404
WA,45-64,$150k+,White,Female,< HS,679
WA,45-64,$150k+,White,Female,HS,9155
WA,45-64,$150k+,White,Female,Some Coll,22089
WA,45-64,$150k+,White,Female,Coll,26520
WA,45-64,$150k+,White,Female,Post-Grad,20631
WA,45-64,$150k+,Black,Male,< HS,21
WA,45-64,$150k+,Black,Male,HS,97
WA,45-64,$150k+,Black,Male,Some Coll,326
WA,45-64,$150k+,Black,Male,Coll,763
WA,45-64,$150k+,Black,Male,Post-Grad,405
WA,45-64,$150k+,Black,Female,< HS,111
WA,45-64,$150k+,Black,Female,HS,103
WA,45-64,$150k+,Black,Female,Some Coll,521
WA,45-64,$150k+,Black,Female,Coll,20
WA,45-64,$150k+,Black,Female,Post-Grad,346
WA,45-64,$150k+,Hispanic,Male,< HS,166
WA,45-64,$150k+,Hispanic,Male,HS,205
WA,45-64,$150k+,Hispanic,Male,Some Coll,516
WA,45-64,$150k+,Hispanic,Male,Coll,550
WA,45-64,$150k+,Hispanic,Male,Post-Grad,316
WA,45-64,$150k+,Hispanic,Female,< HS,46
WA,45-64,$150k+,Hispanic,Female,HS,391
WA,45-64,$150k+,Hispanic,Female,Some Coll,324
WA,45-64,$150k+,Hispanic,Female,Coll,298
WA,45-64,$150k+,Hispanic,Female,Post-Grad,284
WA,45-64,$150k+,Other,Male,< HS,515
WA,45-64,$150k+,Other,Male,HS,915
WA,45-64,$150k+,Other,Male,Some Coll,856
WA,45-64,$150k+,Other,Male,Coll,1600
WA,45-64,$150k+,Other,Male,Post-Grad,2048
WA,45-64,$150k+,Other,Female,< HS,708
WA,45-64,$150k+,Other,Female,HS,778
WA,45-64,$150k+,Other,Female,Some Coll,1373
WA,45-64,$150k+,Other,Female,Coll,1967
WA,45-64,$150k+,Other,Female,Post-Grad,1784
WA,65+,$0-20k,White,Male,< HS,9437
WA,65+,$0-20k,White,Male,HS,12811
WA,65+,$0-20k,White,Male,Some Coll,9461
WA,65+,$0-20k,White,Male,Coll,3962
WA,65+,$0-20k,White,Male,Post-Grad,1748
WA,65+,$0-20k,White,Female,< HS,20274
WA,65+,$0-20k,White,Female,HS,35652
WA,65+,$0-20k,White,Female,Some Coll,24147
WA,65+,$0-20k,White,Female,Coll,5394
WA,65+,$0-20k,White,Female,Post-Grad,2177
WA,65+,$0-20k,Black,Male,< HS,386
WA,65+,$0-20k,Black,Male,HS,330
WA,65+,$0-20k,Black,Male,Some Coll,196
WA,65+,$0-20k,Black,Male,Coll,0
WA,65+,$0-20k,Black,Male,Post-Grad,0
WA,65+,$0-20k,Black,Female,< HS,827
WA,65+,$0-20k,Black,Female,HS,657
WA,65+,$0-20k,Black,Female,Some Coll,468
WA,65+,$0-20k,Black,Female,Coll,141
WA,65+,$0-20k,Black,Female,Post-Grad,0
WA,65+,$0-20k,Hispanic,Male,< HS,1169
WA,65+,$0-20k,Hispanic,Male,HS,297
WA,65+,$0-20k,Hispanic,Male,Some Coll,232
WA,65+,$0-20k,Hispanic,Male,Coll,0
WA,65+,$0-20k,Hispanic,Male,Post-Grad,7
WA,65+,$0-20k,Hispanic,Female,< HS,1479
WA,65+,$0-20k,Hispanic,Female,HS,634
WA,65+,$0-20k,Hispanic,Female,Some Coll,405
WA,65+,$0-20k,Hispanic,Female,Coll,88
WA,65+,$0-20k,Hispanic,Female,Post-Grad,32
WA,65+,$0-20k,Other,Male,< HS,1071
WA,65+,$0-20k,Other,Male,HS,1128
WA,65+,$0-20k,Other,Male,Some Coll,772
WA,65+,$0-20k,Other,Male,Coll,255
WA,65+,$0-20k,Other,Male,Post-Grad,180
WA,65+,$0-20k,Other,Female,< HS,2862
WA,65+,$0-20k,Other,Female,HS,1866
WA,65+,$0-20k,Other,Female,Some Coll,1599
WA,65+,$0-20k,Other,Female,Coll,438
WA,65+,$0-20k,Other,Female,Post-Grad,126
WA,65+,$20-40k,White,Male,< HS,14482
WA,65+,$20-40k,White,Male,HS,26669
WA,65+,$20-40k,White,Male,Some Coll,21302
WA,65+,$20-40k,White,Male,Coll,9493
WA,65+,$20-40k,White,Male,Post-Grad,5646
WA,65+,$20-40k,White,Female,< HS,15411
WA,65+,$20-40k,White,Female,HS,40536
WA,65+,$20-40k,White,Female,Some Coll,30949
WA,65+,$20-40k,White,Female,Coll,10292
WA,65+,$20-40k,White,Female,Post-Grad,5033
WA,65+,$20-40k,Black,Male,< HS,445
WA,65+,$20-40k,Black,Male,HS,610
WA,65+,$20-40k,Black,Male,Some Coll,119
WA,65+,$20-40k,Black,Male,Coll,63
WA,65+,$20-40k,Black,Male,Post-Grad,61
WA,65+,$20-40k,Black,Female,< HS,503
WA,65+,$20-40k,Black,Female,HS,650
WA,65+,$20-40k,Black,Female,Some Coll,524
WA,65+,$20-40k,Black,Female,Coll,100
WA,65+,$20-40k,Black,Female,Post-Grad,26
WA,65+,$20-40k,Hispanic,Male,< HS,958
WA,65+,$20-40k,Hispanic,Male,HS,499
WA,65+,$20-40k,Hispanic,Male,Some Coll,480
WA,65+,$20-40k,Hispanic,Male,Coll,96
WA,65+,$20-40k,Hispanic,Male,Post-Grad,41
WA,65+,$20-40k,Hispanic,Female,< HS,958
WA,65+,$20-40k,Hispanic,Female,HS,541
WA,65+,$20-40k,Hispanic,Female,Some Coll,471
WA,65+,$20-40k,Hispanic,Female,Coll,77
WA,65+,$20-40k,Hispanic,Female,Post-Grad,60
WA,65+,$20-40k,Other,Male,< HS,1153
WA,65+,$20-40k,Other,Male,HS,1031
WA,65+,$20-40k,Other,Male,Some Coll,813
WA,65+,$20-40k,Other,Male,Coll,381
WA,65+,$20-40k,Other,Male,Post-Grad,260
WA,65+,$20-40k,Other,Female,< HS,1819
WA,65+,$20-40k,Other,Female,HS,1711
WA,65+,$20-40k,Other,Female,Some Coll,1297
WA,65+,$20-40k,Other,Female,Coll,311
WA,65+,$20-40k,Other,Female,Post-Grad,237
WA,65+,$40-75k,White,Male,< HS,8947
WA,65+,$40-75k,White,Male,HS,24418
WA,65+,$40-75k,White,Male,Some Coll,26265
WA,65+,$40-75k,White,Male,Coll,18298
WA,65+,$40-75k,White,Male,Post-Grad,12840
WA,65+,$40-75k,White,Female,< HS,11241
WA,65+,$40-75k,White,Female,HS,29620
WA,65+,$40-75k,White,Female,Some Coll,27355
WA,65+,$40-75k,White,Female,Coll,13974
WA,65+,$40-75k,White,Female,Post-Grad,7392
WA,65+,$40-75k,Black,Male,< HS,175
WA,65+,$40-75k,Black,Male,HS,521
WA,65+,$40-75k,Black,Male,Some Coll,576
WA,65+,$40-75k,Black,Male,Coll,279
WA,65+,$40-75k,Black,Male,Post-Grad,53
WA,65+,$40-75k,Black,Female,< HS,324
WA,65+,$40-75k,Black,Female,HS,325
WA,65+,$40-75k,Black,Female,Some Coll,329
WA,65+,$40-75k,Black,Female,Coll,162
WA,65+,$40-75k,Black,Female,Post-Grad,62
WA,65+,$40-75k,Hispanic,Male,< HS,280
WA,65+,$40-75k,Hispanic,Male,HS,483
WA,65+,$40-75k,Hispanic,Male,Some Coll,347
WA,65+,$40-75k,Hispanic,Male,Coll,83
WA,65+,$40-75k,Hispanic,Male,Post-Grad,50
WA,65+,$40-75k,Hispanic,Female,< HS,928
WA,65+,$40-75k,Hispanic,Female,HS,407
WA,65+,$40-75k,Hispanic,Female,Some Coll,467
WA,65+,$40-75k,Hispanic,Female,Coll,76
WA,65+,$40-75k,Hispanic,Female,Post-Grad,0
WA,65+,$40-75k,Other,Male,< HS,825
WA,65+,$40-75k,Other,Male,HS,1117
WA,65+,$40-75k,Other,Male,Some Coll,1339
WA,65+,$40-75k,Other,Male,Coll,1351
WA,65+,$40-75k,Other,Male,Post-Grad,465
WA,65+,$40-75k,Other,Female,< HS,1709
WA,65+,$40-75k,Other,Female,HS,1620
WA,65+,$40-75k,Other,Female,Some Coll,1041
WA,65+,$40-75k,Other,Female,Coll,941
WA,65+,$40-75k,Other,Female,Post-Grad,380
WA,65+,$75-150k,White,Male,< HS,3140
WA,65+,$75-150k,White,Male,HS,10033
WA,65+,$75-150k,White,Male,Some Coll,11770
WA,65+,$75-150k,White,Male,Coll,11178
WA,65+,$75-150k,White,Male,Post-Grad,12821
WA,65+,$75-150k,White,Female,< HS,4046
WA,65+,$75-150k,White,Female,HS,13683
WA,65+,$75-150k,White,Female,Some Coll,13223
WA,65+,$75-150k,White,Female,Coll,8727
WA,65+,$75-150k,White,Female,Post-Grad,4527
WA,65+,$75-150k,Black,Male,< HS,290
WA,65+,$75-150k,Black,Male,HS,102
WA,65+,$75-150k,Black,Male,Some Coll,145
WA,65+,$75-150k,Black,Male,Coll,95
WA,65+,$75-150k,Black,Male,Post-Grad,293
WA,65+,$75-150k,Black,Female,< HS,0
WA,65+,$75-150k,Black,Female,HS,390
WA,65+,$75-150k,Black,Female,Some Coll,78
WA,65+,$75-150k,Black,Female,Coll,45
WA,65+,$75-150k,Black,Female,Post-Grad,109
WA,65+,$75-150k,Hispanic,Male,< HS,65
WA,65+,$75-150k,Hispanic,Male,HS,196
WA,65+,$75-150k,Hispanic,Male,Some Coll,49
WA,65+,$75-150k,Hispanic,Male,Coll,164
WA,65+,$75-150k,Hispanic,Male,Post-Grad,145
WA,65+,$75-150k,Hispanic,Female,< HS,241
WA,65+,$75-150k,Hispanic,Female,HS,419
WA,65+,$75-150k,Hispanic,Female,Some Coll,159
WA,65+,$75-150k,Hispanic,Female,Coll,109
WA,65+,$75-150k,Hispanic,Female,Post-Grad,28
WA,65+,$75-150k,Other,Male,< HS,420
WA,65+,$75-150k,Other,Male,HS,673
WA,65+,$75-150k,Other,Male,Some Coll,714
WA,65+,$75-150k,Other,Male,Coll,895
WA,65+,$75-150k,Other,Male,Post-Grad,683
WA,65+,$75-150k,Other,Female,< HS,1874
WA,65+,$75-150k,Other,Female,HS,1012
WA,65+,$75-150k,Other,Female,Some Coll,709
WA,65+,$75-150k,Other,Female,Coll,771
WA,65+,$75-150k,Other,Female,Post-Grad,205
WA,65+,$150k+,White,Male,< HS,1353
WA,65+,$150k+,White,Male,HS,2920
WA,65+,$150k+,White,Male,Some Coll,3308
WA,65+,$150k+,White,Male,Coll,5429
WA,65+,$150k+,White,Male,Post-Grad,6233
WA,65+,$150k+,White,Female,< HS,1102
WA,65+,$150k+,White,Female,HS,4470
WA,65+,$150k+,White,Female,Some Coll,5239
WA,65+,$150k+,White,Female,Coll,3632
WA,65+,$150k+,White,Female,Post-Grad,1790
WA,65+,$150k+,Black,Male,< HS,0
WA,65+,$150k+,Black,Male,HS,0
WA,65+,$150k+,Black,Male,Some Coll,0
WA,65+,$150k+,Black,Male,Coll,0
WA,65+,$150k+,Black,Male,Post-Grad,78
WA,65+,$150k+,Black,Female,< HS,0
WA,65+,$150k+,Black,Female,HS,0
WA,65+,$150k+,Black,Female,Some Coll,30
WA,65+,$150k+,Black,Female,Coll,0
WA,65+,$150k+,Black,Female,Post-Grad,0
WA,65+,$150k+,Hispanic,Male,< HS,101
WA,65+,$150k+,Hispanic,Male,HS,0
WA,65+,$150k+,Hispanic,Male,Some Coll,63
WA,65+,$150k+,Hispanic,Male,Coll,37
WA,65+,$150k+,Hispanic,Male,Post-Grad,0
WA,65+,$150k+,Hispanic,Female,< HS,44
WA,65+,$150k+,Hispanic,Female,HS,190
WA,65+,$150k+,Hispanic,Female,Some Coll,81
WA,65+,$150k+,Hispanic,Female,Coll,0
WA,65+,$150k+,Hispanic,Female,Post-Grad,34
WA,65+,$150k+,Other,Male,< HS,192
WA,65+,$150k+,Other,Male,HS,56
WA,65+,$150k+,Other,Male,Some Coll,132
WA,65+,$150k+,Other,Male,Coll,275
WA,65+,$150k+,Other,Male,Post-Grad,168
WA,65+,$150k+,Other,Female,< HS,215
WA,65+,$150k+,Other,Female,HS,495
WA,65+,$150k+,Other,Female,Some Coll,156
WA,65+,$150k+,Other,Female,Coll,268
WA,65+,$150k+,Other,Female,Post-Grad,70
WV,18-29,$0-20k,White,Male,< HS,7404
WV,18-29,$0-20k,White,Male,HS,10649
WV,18-29,$0-20k,White,Male,Some Coll,6597
WV,18-29,$0-20k,White,Male,Coll,986
WV,18-29,$0-20k,White,Male,Post-Grad,178
WV,18-29,$0-20k,White,Female,< HS,6588
WV,18-29,$0-20k,White,Female,HS,11855
WV,18-29,$0-20k,White,Female,Some Coll,12431
WV,18-29,$0-20k,White,Female,Coll,2070
WV,18-29,$0-20k,White,Female,Post-Grad,115
WV,18-29,$0-20k,Black,Male,< HS,687
WV,18-29,$0-20k,Black,Male,HS,279
WV,18-29,$0-20k,Black,Male,Some Coll,292
WV,18-29,$0-20k,Black,Male,Coll,0
WV,18-29,$0-20k,Black,Male,Post-Grad,0
WV,18-29,$0-20k,Black,Female,< HS,83
WV,18-29,$0-20k,Black,Female,HS,528
WV,18-29,$0-20k,Black,Female,Some Coll,884
WV,18-29,$0-20k,Black,Female,Coll,459
WV,18-29,$0-20k,Black,Female,Post-Grad,0
WV,18-29,$0-20k,Hispanic,Male,< HS,89
WV,18-29,$0-20k,Hispanic,Male,HS,22
WV,18-29,$0-20k,Hispanic,Male,Some Coll,69
WV,18-29,$0-20k,Hispanic,Male,Coll,39
WV,18-29,$0-20k,Hispanic,Male,Post-Grad,22
WV,18-29,$0-20k,Hispanic,Female,< HS,336
WV,18-29,$0-20k,Hispanic,Female,HS,28
WV,18-29,$0-20k,Hispanic,Female,Some Coll,287
WV,18-29,$0-20k,Hispanic,Female,Coll,0
WV,18-29,$0-20k,Hispanic,Female,Post-Grad,0
WV,18-29,$0-20k,Other,Male,< HS,99
WV,18-29,$0-20k,Other,Male,HS,52
WV,18-29,$0-20k,Other,Male,Some Coll,157
WV,18-29,$0-20k,Other,Male,Coll,0
WV,18-29,$0-20k,Other,Male,Post-Grad,0
WV,18-29,$0-20k,Other,Female,< HS,17
WV,18-29,$0-20k,Other,Female,HS,167
