stt,age,inc,eth,sex,edu,pop2008
VA,45-64,$150k+,Black,Male,Some Coll,2052
VA,45-64,$150k+,Black,Male,Coll,2362
VA,45-64,$150k+,Black,Male,Post-Grad,3420
VA,45-64,$150k+,Black,Female,< HS,324
VA,45-64,$150k+,Black,Female,HS,731
VA,45-64,$150k+,Black,Female,Some Coll,2120
VA,45-64,$150k+,Black,Female,Coll,2589
VA,45-64,$150k+,Black,Female,Post-Grad,2655
VA,45-64,$150k+,Hispanic,Male,< HS,186
VA,45-64,$150k+,Hispanic,Male,HS,120
VA,45-64,$150k+,Hispanic,Male,Some Coll,726
VA,45-64,$150k+,Hispanic,Male,Coll,864
VA,45-64,$150k+,Hispanic,Male,Post-Grad,1444
VA,45-64,$150k+,Hispanic,Female,< HS,275
VA,45-64,$150k+,Hispanic,Female,HS,369
VA,45-64,$150k+,Hispanic,Female,Some Coll,988
VA,45-64,$150k+,Hispanic,Female,Coll,1462
VA,45-64,$150k+,Hispanic,Female,Post-Grad,868
VA,45-64,$150k+,Other,Male,< HS,289
VA,45-64,$150k+,Other,Male,HS,524
VA,45-64,$150k+,Other,Male,Some Coll,797
VA,45-64,$150k+,Other,Male,Coll,2053
VA,45-64,$150k+,Other,Male,Post-Grad,3450
VA,45-64,$150k+,Other,Female,< HS,584
VA,45-64,$150k+,Other,Female,HS,1051
VA,45-64,$150k+,Other,Female,Some Coll,1381
VA,45-64,$150k+,Other,Female,Coll,2726
VA,45-64,$150k+,Other,Female,Post-Grad,1857
VA,65+,$0-20k,White,Male,< HS,23559
VA,65+,$0-20k,White,Male,HS,9762
VA,65+,$0-20k,White,Male,Some Coll,3920
VA,65+,$0-20k,White,Male,Coll,1680
VA,65+,$0-20k,White,Male,Post-Grad,1261
VA,65+,$0-20k,White,Female,< HS,45017
VA,65+,$0-20k,White,Female,HS,34979
VA,65+,$0-20k,White,Female,Some Coll,14839
VA,65+,$0-20k,White,Female,Coll,3417
VA,65+,$0-20k,White,Female,Post-Grad,1603
VA,65+,$0-20k,Black,Male,< HS,9220
VA,65+,$0-20k,Black,Male,HS,2858
VA,65+,$0-20k,Black,Male,Some Coll,1036
VA,65+,$0-20k,Black,Male,Coll,398
VA,65+,$0-20k,Black,Male,Post-Grad,55
VA,65+,$0-20k,Black,Female,< HS,18837
VA,65+,$0-20k,Black,Female,HS,8676
VA,65+,$0-20k,Black,Female,Some Coll,2638
VA,65+,$0-20k,Black,Female,Coll,424
VA,65+,$0-20k,Black,Female,Post-Grad,328
VA,65+,$0-20k,Hispanic,Male,< HS,251
VA,65+,$0-20k,Hispanic,Male,HS,111
VA,65+,$0-20k,Hispanic,Male,Some Coll,130
VA,65+,$0-20k,Hispanic,Male,Coll,0
VA,65+,$0-20k,Hispanic,Male,Post-Grad,38
VA,65+,$0-20k,Hispanic,Female,< HS,451
VA,65+,$0-20k,Hispanic,Female,HS,552
VA,65+,$0-20k,Hispanic,Female,Some Coll,401
VA,65+,$0-20k,Hispanic,Female,Coll,171
VA,65+,$0-20k,Hispanic,Female,Post-Grad,77
VA,65+,$0-20k,Other,Male,< HS,706
VA,65+,$0-20k,Other,Male,HS,276
VA,65+,$0-20k,Other,Male,Some Coll,323
VA,65+,$0-20k,Other,Male,Coll,210
VA,65+,$0-20k,Other,Male,Post-Grad,170
VA,65+,$0-20k,Other,Female,< HS,1670
VA,65+,$0-20k,Other,Female,HS,703
VA,65+,$0-20k,Other,Female,Some Coll,633
VA,65+,$0-20k,Other,Female,Coll,403
VA,65+,$0-20k,Other,Female,Post-Grad,11
VA,65+,$20-40k,White,Male,< HS,24870
VA,65+,$20-40k,White,Male,HS,24058
VA,65+,$20-40k,White,Male,Some Coll,12647
VA,65+,$20-40k,White,Male,Coll,4923
VA,65+,$20-40k,White,Male,Post-Grad,3673
VA,65+,$20-40k,White,Female,< HS,26784
VA,65+,$20-40k,White,Female,HS,39860
VA,65+,$20-40k,White,Female,Some Coll,21424
VA,65+,$20-40k,White,Female,Coll,7947
VA,65+,$20-40k,White,Female,Post-Grad,4044
VA,65+,$20-40k,Black,Male,< HS,8267
VA,65+,$20-40k,Black,Male,HS,2848
VA,65+,$20-40k,Black,Male,Some Coll,1609
VA,65+,$20-40k,Black,Male,Coll,323
VA,65+,$20-40k,Black,Male,Post-Grad,133
VA,65+,$20-40k,Black,Female,< HS,9249
VA,65+,$20-40k,Black,Female,HS,5119
VA,65+,$20-40k,Black,Female,Some Coll,2844
VA,65+,$20-40k,Black,Female,Coll,850
VA,65+,$20-40k,Black,Female,Post-Grad,876
VA,65+,$20-40k,Hispanic,Male,< HS,217
VA,65+,$20-40k,Hispanic,Male,HS,189
VA,65+,$20-40k,Hispanic,Male,Some Coll,130
VA,65+,$20-40k,Hispanic,Male,Coll,21
VA,65+,$20-40k,Hispanic,Male,Post-Grad,97
VA,65+,$20-40k,Hispanic,Female,< HS,346
VA,65+,$20-40k,Hispanic,Female,HS,474
VA,65+,$20-40k,Hispanic,Female,Some Coll,131
VA,65+,$20-40k,Hispanic,Female,Coll,121
VA,65+,$20-40k,Hispanic,Female,Post-Grad,38
VA,65+,$20-40k,Other,Male,< HS,395
VA,65+,$20-40k,Other,Male,HS,556
VA,65+,$20-40k,Other,Male,Some Coll,407
VA,65+,$20-40k,Other,Male,Coll,295
VA,65+,$20-40k,Other,Male,Post-Grad,124
VA,65+,$20-40k,Other,Female,< HS,920
VA,65+,$20-40k,Other,Female,HS,610
VA,65+,$20-40k,Other,Female,Some Coll,440
VA,65+,$20-40k,Other,Female,Coll,283
VA,65+,$20-40k,Other,Female,Post-Grad,186
VA,65+,$40-75k,White,Male,< HS,15038
VA,65+,$40-75k,White,Male,HS,25659
VA,65+,$40-75k,White,Male,Some Coll,19033
VA,65+,$40-75k,White,Male,Coll,14398
VA,65+,$40-75k,White,Male,Post-Grad,10123
VA,65+,$40-75k,White,Female,< HS,15971
VA,65+,$40-75k,White,Female,HS,34599
VA,65+,$40-75k,White,Female,Some Coll,23945
VA,65+,$40-75k,White,Female,Coll,12500
VA,65+,$40-75k,White,Female,Post-Grad,7291
VA,65+,$40-75k,Black,Male,< HS,4727
VA,65+,$40-75k,Black,Male,HS,4526
VA,65+,$40-75k,Black,Male,Some Coll,2136
VA,65+,$40-75k,Black,Male,Coll,711
VA,65+,$40-75k,Black,Male,Post-Grad,862
VA,65+,$40-75k,Black,Female,< HS,5354
VA,65+,$40-75k,Black,Female,HS,4822
VA,65+,$40-75k,Black,Female,Some Coll,2275
VA,65+,$40-75k,Black,Female,Coll,1361
VA,65+,$40-75k,Black,Female,Post-Grad,1087
VA,65+,$40-75k,Hispanic,Male,< HS,209
VA,65+,$40-75k,Hispanic,Male,HS,357
VA,65+,$40-75k,Hispanic,Male,Some Coll,167
VA,65+,$40-75k,Hispanic,Male,Coll,94
VA,65+,$40-75k,Hispanic,Male,Post-Grad,163
VA,65+,$40-75k,Hispanic,Female,< HS,669
VA,65+,$40-75k,Hispanic,Female,HS,330
VA,65+,$40-75k,Hispanic,Female,Some Coll,649
VA,65+,$40-75k,Hispanic,Female,Coll,274
VA,65+,$40-75k,Hispanic,Female,Post-Grad,37
VA,65+,$40-75k,Other,Male,< HS,546
VA,65+,$40-75k,Other,Male,HS,534
VA,65+,$40-75k,Other,Male,Some Coll,653
VA,65+,$40-75k,Other,Male,Coll,592
VA,65+,$40-75k,Other,Male,Post-Grad,420
VA,65+,$40-75k,Other,Female,< HS,838
VA,65+,$40-75k,Other,Female,HS,758
VA,65+,$40-75k,Other,Female,Some Coll,831
VA,65+,$40-75k,Other,Female,Coll,773
VA,65+,$40-75k,Other,Female,Post-Grad,304
VA,65+,$75-150k,White,Male,< HS,4244
VA,65+,$75-150k,White,Male,HS,9706
VA,65+,$75-150k,White,Male,Some Coll,11883
VA,65+,$75-150k,White,Male,Coll,15703
VA,65+,$75-150k,White,Male,Post-Grad,19657
VA,65+,$75-150k,White,Female,< HS,5701
VA,65+,$75-150k,White,Female,HS,18078
VA,65+,$75-150k,White,Female,Some Coll,15160
VA,65+,$75-150k,White,Female,Coll,11999
VA,65+,$75-150k,White,Female,Post-Grad,7985
VA,65+,$75-150k,Black,Male,< HS,1518
VA,65+,$75-150k,Black,Male,HS,1201
VA,65+,$75-150k,Black,Male,Some Coll,1596
VA,65+,$75-150k,Black,Male,Coll,806
VA,65+,$75-150k,Black,Male,Post-Grad,772
VA,65+,$75-150k,Black,Female,< HS,2625
VA,65+,$75-150k,Black,Female,HS,1710
VA,65+,$75-150k,Black,Female,Some Coll,1038
VA,65+,$75-150k,Black,Female,Coll,763
VA,65+,$75-150k,Black,Female,Post-Grad,1021
VA,65+,$75-150k,Hispanic,Male,< HS,133
VA,65+,$75-150k,Hispanic,Male,HS,270
VA,65+,$75-150k,Hispanic,Male,Some Coll,192
VA,65+,$75-150k,Hispanic,Male,Coll,23
VA,65+,$75-150k,Hispanic,Male,Post-Grad,225
VA,65+,$75-150k,Hispanic,Female,< HS,154
VA,65+,$75-150k,Hispanic,Female,HS,588
VA,65+,$75-150k,Hispanic,Female,Some Coll,437
VA,65+,$75-150k,Hispanic,Female,Coll,143
VA,65+,$75-150k,Hispanic,Female,Post-Grad,93
VA,65+,$75-150k,Other,Male,< HS,263
VA,65+,$75-150k,Other,Male,HS,331
VA,65+,$75-150k,Other,Male,Some Coll,397
VA,65+,$75-150k,Other,Male,Coll,770
VA,65+,$75-150k,Other,Male,Post-Grad,1234
VA,65+,$75-150k,Other,Female,< HS,1132
VA,65+,$75-150k,Other,Female,HS,579
VA,65+,$75-150k,Other,Female,Some Coll,563
VA,65+,$75-150k,Other,Female,Coll,768
VA,65+,$75-150k,Other,Female,Post-Grad,679
VA,65+,$150k+,White,Male,< HS,1202
VA,65+,$150k+,White,Male,HS,3059
VA,65+,$150k+,White,Male,Some Coll,4590
VA,65+,$150k+,White,Male,Coll,8349
VA,65+,$150k+,White,Male,Post-Grad,13682
VA,65+,$150k+,White,Female,< HS,1674
VA,65+,$150k+,White,Female,HS,6167
VA,65+,$150k+,White,Female,Some Coll,6590
VA,65+,$150k+,White,Female,Coll,6161
VA,65+,$150k+,White,Female,Post-Grad,4050
VA,65+,$150k+,Black,Male,< HS,325
VA,65+,$150k+,Black,Male,HS,322
VA,65+,$150k+,Black,Male,Some Coll,215
VA,65+,$150k+,Black,Male,Coll,27
VA,65+,$150k+,Black,Male,Post-Grad,875
VA,65+,$150k+,Black,Female,< HS,463
VA,65+,$150k+,Black,Female,HS,415
VA,65+,$150k+,Black,Female,Some Coll,89
VA,65+,$150k+,Black,Female,Coll,172
VA,65+,$150k+,Black,Female,Post-Grad,244
VA,65+,$150k+,Hispanic,Male,< HS,63
VA,65+,$150k+,Hispanic,Male,HS,48
VA,65+,$150k+,Hispanic,Male,Some Coll,151
VA,65+,$150k+,Hispanic,Male,Coll,45
VA,65+,$150k+,Hispanic,Male,Post-Grad,141
VA,65+,$150k+,Hispanic,Female,< HS,36
VA,65+,$150k+,Hispanic,Female,HS,379
VA,65+,$150k+,Hispanic,Female,Some Coll,66
VA,65+,$150k+,Hispanic,Female,Coll,173
VA,65+,$150k+,Hispanic,Female,Post-Grad,37
VA,65+,$150k+,Other,Male,< HS,331
VA,65+,$150k+,Other,Male,HS,205
VA,65+,$150k+,Other,Male,Some Coll,162
VA,65+,$150k+,Other,Male,Coll,219
VA,65+,$150k+,Other,Male,Post-Grad,722
VA,65+,$150k+,Other,Female,< HS,424
VA,65+,$150k+,Other,Female,HS,287
VA,65+,$150k+,Other,Female,Some Coll,286
VA,65+,$150k+,Other,Female,Coll,512
VA,65+,$150k+,Other,Female,Post-Grad,183
WA,18-29,$0-20k,White,Male,< HS,5061
WA,18-29,$0-20k,White,Male,HS,12555
WA,18-29,$0-20k,White,Male,Some Coll,16246
WA,18-29,$0-20k,White,Male,Coll,2716
WA,18-29,$0-20k,White,Male,Post-Grad,605
WA,18-29,$0-20k,White,Female,< HS,6857
WA,18-29,$0-20k,White,Female,HS,12286
WA,18-29,$0-20k,White,Female,Some Coll,22222
WA,18-29,$0-20k,White,Female,Coll,4785
WA,18-29,$0-20k,White,Female,Post-Grad,600
WA,18-29,$0-20k,Black,Male,< HS,1034
WA,18-29,$0-20k,Black,Male,HS,849
WA,18-29,$0-20k,Black,Male,Some Coll,938
WA,18-29,$0-20k,Black,Male,Coll,192
WA,18-29,$0-20k,Black,Male,Post-Grad,0
WA,18-29,$0-20k,Black,Female,< HS,766
WA,18-29,$0-20k,Black,Female,HS,1022
WA,18-29,$0-20k,Black,Female,Some Coll,1048
WA,18-29,$0-20k,Black,Female,Coll,27
WA,18-29,$0-20k,Black,Female,Post-Grad,0
WA,18-29,$0-20k,Hispanic,Male,< HS,2090
WA,18-29,$0-20k,Hispanic,Male,HS,1489
WA,18-29,$0-20k,Hispanic,Male,Some Coll,1842
WA,18-29,$0-20k,Hispanic,Male,Coll,29
WA,18-29,$0-20k,Hispanic,Male,Post-Grad,0
WA,18-29,$0-20k,Hispanic,Female,< HS,1786
WA,18-29,$0-20k,Hispanic,Female,HS,2154
WA,18-29,$0-20k,Hispanic,Female,Some Coll,1917
WA,18-29,$0-20k,Hispanic,Female,Coll,446
WA,18-29,$0-20k,Hispanic,Female,Post-Grad,58
WA,18-29,$0-20k,Other,Male,< HS,1442
WA,18-29,$0-20k,Other,Male,HS,1735
WA,18-29,$0-20k,Other,Male,Some Coll,1977
WA,18-29,$0-20k,Other,Male,Coll,1012
WA,18-29,$0-20k,Other,Male,Post-Grad,89
WA,18-29,$0-20k,Other,Female,< HS,1457
WA,18-29,$0-20k,Other,Female,HS,2339
WA,18-29,$0-20k,Other,Female,Some Coll,3341
WA,18-29,$0-20k,Other,Female,Coll,1064
WA,18-29,$0-20k,Other,Female,Post-Grad,110
WA,18-29,$20-40k,White,Male,< HS,10706
WA,18-29,$20-40k,White,Male,HS,22899
WA,18-29,$20-40k,White,Male,Some Coll,25275
WA,18-29,$20-40k,White,Male,Coll,7515
WA,18-29,$20-40k,White,Male,Post-Grad,871
WA,18-29,$20-40k,White,Female,< HS,7221
WA,18-29,$20-40k,White,Female,HS,22138
WA,18-29,$20-40k,White,Female,Some Coll,32779
WA,18-29,$20-40k,White,Female,Coll,10135
WA,18-29,$20-40k,White,Female,Post-Grad,1136
WA,18-29,$20-40k,Black,Male,< HS,679
WA,18-29,$20-40k,Black,Male,HS,952
WA,18-29,$20-40k,Black,Male,Some Coll,1332
WA,18-29,$20-40k,Black,Male,Coll,123
WA,18-29,$20-40k,Black,Male,Post-Grad,83
WA,18-29,$20-40k,Black,Female,< HS,893
WA,18-29,$20-40k,Black,Female,HS,1228
WA,18-29,$20-40k,Black,Female,Some Coll,1040
WA,18-29,$20-40k,Black,Female,Coll,68
WA,18-29,$20-40k,Black,Female,Post-Grad,36
WA,18-29,$20-40k,Hispanic,Male,< HS,2002
WA,18-29,$20-40k,Hispanic,Male,HS,3407
WA,18-29,$20-40k,Hispanic,Male,Some Coll,2177
WA,18-29,$20-40k,Hispanic,Male,Coll,306
WA,18-29,$20-40k,Hispanic,Male,Post-Grad,119
WA,18-29,$20-40k,Hispanic,Female,< HS,1566
WA,18-29,$20-40k,Hispanic,Female,HS,3427
WA,18-29,$20-40k,Hispanic,Female,Some Coll,3433
WA,18-29,$20-40k,Hispanic,Female,Coll,226
WA,18-29,$20-40k,Hispanic,Female,Post-Grad,40
WA,18-29,$20-40k,Other,Male,< HS,2068
WA,18-29,$20-40k,Other,Male,HS,3004
WA,18-29,$20-40k,Other,Male,Some Coll,2919
WA,18-29,$20-40k,Other,Male,Coll,757
WA,18-29,$20-40k,Other,Male,Post-Grad,67
WA,18-29,$20-40k,Other,Female,< HS,1914
WA,18-29,$20-40k,Other,Female,HS,3486
WA,18-29,$20-40k,Other,Female,Some Coll,3580
WA,18-29,$20-40k,Other,Female,Coll,1668
WA,18-29,$20-40k,Other,Female,Post-Grad,122
WA,18-29,$40-75k,White,Male,< HS,16042
WA,18-29,$40-75k,White,Male,HS,37867
WA,18-29,$40-75k,White,Male,Some Coll,43613
WA,18-29,$40-75k,White,Male,Coll,16915
WA,18-29,$40-75k,White,Male,Post-Grad,2860
WA,18-29,$40-75k,White,Female,< HS,9299
WA,18-29,$40-75k,White,Female,HS,32839
WA,18-29,$40-75k,White,Female,Some Coll,49687
WA,18-29,$40-75k,White,Female,Coll,20135
WA,18-29,$40-75k,White,Female,Post-Grad,3790
WA,18-29,$40-75k,Black,Male,< HS,950
WA,18-29,$40-75k,Black,Male,HS,1447
WA,18-29,$40-75k,Black,Male,Some Coll,1238
WA,18-29,$40-75k,Black,Male,Coll,440
WA,18-29,$40-75k,Black,Male,Post-Grad,24
WA,18-29,$40-75k,Black,Female,< HS,559
WA,18-29,$40-75k,Black,Female,HS,1211
WA,18-29,$40-75k,Black,Female,Some Coll,1757
WA,18-29,$40-75k,Black,Female,Coll,178
WA,18-29,$40-75k,Black,Female,Post-Grad,0
WA,18-29,$40-75k,Hispanic,Male,< HS,2270
WA,18-29,$40-75k,Hispanic,Male,HS,4343
WA,18-29,$40-75k,Hispanic,Male,Some Coll,3566
WA,18-29,$40-75k,Hispanic,Male,Coll,860
WA,18-29,$40-75k,Hispanic,Male,Post-Grad,80
WA,18-29,$40-75k,Hispanic,Female,< HS,1505
WA,18-29,$40-75k,Hispanic,Female,HS,3633
WA,18-29,$40-75k,Hispanic,Female,Some Coll,3387
WA,18-29,$40-75k,Hispanic,Female,Coll,643
WA,18-29,$40-75k,Hispanic,Female,Post-Grad,112
WA,18-29,$40-75k,Other,Male,< HS,2165
WA,18-29,$40-75k,Other,Male,HS,4429
WA,18-29,$40-75k,Other,Male,Some Coll,6278
WA,18-29,$40-75k,Other,Male,Coll,2073
WA,18-29,$40-75k,Other,Male,Post-Grad,345
WA,18-29,$40-75k,Other,Female,< HS,1790
WA,18-29,$40-75k,Other,Female,HS,4272
WA,18-29,$40-75k,Other,Female,Some Coll,6114
WA,18-29,$40-75k,Other,Female,Coll,2964
WA,18-29,$40-75k,Other,Female,Post-Grad,498
WA,18-29,$75-150k,White,Male,< HS,14436
WA,18-29,$75-150k,White,Male,HS,33329
WA,18-29,$75-150k,White,Male,Some Coll,35978
WA,18-29,$75-150k,White,Male,Coll,14319
WA,18-29,$75-150k,White,Male,Post-Grad,1609
WA,18-29,$75-150k,White,Female,< HS,7440
WA,18-29,$75-150k,White,Female,HS,22263
WA,18-29,$75-150k,White,Female,Some Coll,36187
WA,18-29,$75-150k,White,Female,Coll,18652
WA,18-29,$75-150k,White,Female,Post-Grad,5006
WA,18-29,$75-150k,Black,Male,< HS,835
WA,18-29,$75-150k,Black,Male,HS,911
WA,18-29,$75-150k,Black,Male,Some Coll,1361
WA,18-29,$75-150k,Black,Male,Coll,963
WA,18-29,$75-150k,Black,Male,Post-Grad,70
WA,18-29,$75-150k,Black,Female,< HS,795
WA,18-29,$75-150k,Black,Female,HS,972
WA,18-29,$75-150k,Black,Female,Some Coll,2009
WA,18-29,$75-150k,Black,Female,Coll,245
WA,18-29,$75-150k,Black,Female,Post-Grad,22
WA,18-29,$75-150k,Hispanic,Male,< HS,661
WA,18-29,$75-150k,Hispanic,Male,HS,2113
WA,18-29,$75-150k,Hispanic,Male,Some Coll,1555
WA,18-29,$75-150k,Hispanic,Male,Coll,666
WA,18-29,$75-150k,Hispanic,Male,Post-Grad,53
WA,18-29,$75-150k,Hispanic,Female,< HS,417
WA,18-29,$75-150k,Hispanic,Female,HS,2497
WA,18-29,$75-150k,Hispanic,Female,Some Coll,2719
WA,18-29,$75-150k,Hispanic,Female,Coll,357
WA,18-29,$75-150k,Hispanic,Female,Post-Grad,267
WA,18-29,$75-150k,Other,Male,< HS,1769
WA,18-29,$75-150k,Other,Male,HS,3918
WA,18-29,$75-150k,Other,Male,Some Coll,5002
WA,18-29,$75-150k,Other,Male,Coll,2740
WA,18-29,$75-150k,Other,Male,Post-Grad,514
WA,18-29,$75-150k,Other,Female,< HS,1173
WA,18-29,$75-150k,Other,Female,HS,4205
WA,18-29,$75-150k,Other,Female,Some Coll,4713
WA,18-29,$75-150k,Other,Female,Coll,2944
WA,18-29,$75-150k,Other,Female,Post-Grad,397
WA,18-29,$150k+,White,Male,< HS,3548
WA,18-29,$150k+,White,Male,HS,7131
WA,18-29,$150k+,White,Male,Some Coll,7257
WA,18-29,$150k+,White,Male,Coll,3621
WA,18-29,$150k+,White,Male,Post-Grad,485
WA,18-29,$150k+,White,Female,< HS,1448
WA,18-29,$150k+,White,Female,HS,4046
WA,18-29,$150k+,White,Female,Some Coll,7498
WA,18-29,$150k+,White,Female,Coll,4431
WA,18-29,$150k+,White,Female,Post-Grad,891
WA,18-29,$150k+,Black,Male,< HS,75
WA,18-29,$150k+,Black,Male,HS,90
WA,18-29,$150k+,Black,Male,Some Coll,248
WA,18-29,$150k+,Black,Male,Coll,164
WA,18-29,$150k+,Black,Male,Post-Grad,176
WA,18-29,$150k+,Black,Female,< HS,100
WA,18-29,$150k+,Black,Female,HS,0
WA,18-29,$150k+,Black,Female,Some Coll,213
WA,18-29,$150k+,Black,Female,Coll,137
WA,18-29,$150k+,Black,Female,Post-Grad,0
WA,18-29,$150k+,Hispanic,Male,< HS,128
WA,18-29,$150k+,Hispanic,Male,HS,479
WA,18-29,$150k+,Hispanic,Male,Some Coll,379
WA,18-29,$150k+,Hispanic,Male,Coll,173
WA,18-29,$150k+,Hispanic,Male,Post-Grad,0
WA,18-29,$150k+,Hispanic,Female,< HS,197
WA,18-29,$150k+,Hispanic,Female,HS,250
WA,18-29,$150k+,Hispanic,Female,Some Coll,352
WA,18-29,$150k+,Hispanic,Female,Coll,141
WA,18-29,$150k+,Hispanic,Female,Post-Grad,0
WA,18-29,$150k+,Other,Male,< HS,530
WA,18-29,$150k+,Other,Male,HS,720
WA,18-29,$150k+,Other,Male,Some Coll,1958
WA,18-29,$150k+,Other,Male,Coll,524
WA,18-29,$150k+,Other,Male,Post-Grad,347
WA,18-29,$150k+,Other,Female,< HS,233
WA,18-29,$150k+,Other,Female,HS,499
WA,18-29,$150k+,Other,Female,Some Coll,1120
WA,18-29,$150k+,Other,Female,Coll,685
WA,18-29,$150k+,Other,Female,Post-Grad,265
WA,30-44,$0-20k,White,Male,< HS,5648
WA,30-44,$0-20k,White,Male,HS,11153
WA,30-44,$0-20k,White,Male,Some Coll,9603
WA,30-44,$0-20k,White,Male,Coll,3458
WA,30-44,$0-20k,White,Male,Post-Grad,711
WA,30-44,$0-20k,White,Female,< HS,5922
WA,30-44,$0-20k,White,Female,HS,12293
WA,30-44,$0-20k,White,Female,Some Coll,17055
WA,30-44,$0-20k,White,Female,Coll,4270
WA,30-44,$0-20k,White,Female,Post-Grad,1597
WA,30-44,$0-20k,Black,Male,< HS,256
WA,30-44,$0-20k,Black,Male,HS,599
WA,30-44,$0-20k,Black,Male,Some Coll,923
WA,30-44,$0-20k,Black,Male,Coll,54
WA,30-44,$0-20k,Black,Male,Post-Grad,52
WA,30-44,$0-20k,Black,Female,< HS,522
WA,30-44,$0-20k,Black,Female,HS,1163
WA,30-44,$0-20k,Black,Female,Some Coll,2199
WA,30-44,$0-20k,Black,Female,Coll,66
WA,30-44,$0-20k,Black,Female,Post-Grad,0
WA,30-44,$0-20k,Hispanic,Male,< HS,1352
WA,30-44,$0-20k,Hispanic,Male,HS,757
WA,30-44,$0-20k,Hispanic,Male,Some Coll,1189
WA,30-44,$0-20k,Hispanic,Male,Coll,135
WA,30-44,$0-20k,Hispanic,Male,Post-Grad,154
WA,30-44,$0-20k,Hispanic,Female,< HS,1205
WA,30-44,$0-20k,Hispanic,Female,HS,1459
WA,30-44,$0-20k,Hispanic,Female,Some Coll,2089
WA,30-44,$0-20k,Hispanic,Female,Coll,236
WA,30-44,$0-20k,Hispanic,Female,Post-Grad,47
WA,30-44,$0-20k,Other,Male,< HS,1165
WA,30-44,$0-20k,Other,Male,HS,1348
WA,30-44,$0-20k,Other,Male,Some Coll,1307
WA,30-44,$0-20k,Other,Male,Coll,459
WA,30-44,$0-20k,Other,Male,Post-Grad,203
WA,30-44,$0-20k,Other,Female,< HS,1500
WA,30-44,$0-20k,Other,Female,HS,2130
WA,30-44,$0-20k,Other,Female,Some Coll,1925
WA,30-44,$0-20k,Other,Female,Coll,488
WA,30-44,$0-20k,Other,Female,Post-Grad,294
WA,30-44,$20-40k,White,Male,< HS,7110
WA,30-44,$20-40k,White,Male,HS,23661
WA,30-44,$20-40k,White,Male,Some Coll,23109
WA,30-44,$20-40k,White,Male,Coll,9136
WA,30-44,$20-40k,White,Male,Post-Grad,2700
WA,30-44,$20-40k,White,Female,< HS,6678
WA,30-44,$20-40k,White,Female,HS,18922
WA,30-44,$20-40k,White,Female,Some Coll,30461
WA,30-44,$20-40k,White,Female,Coll,10193
WA,30-44,$20-40k,White,Female,Post-Grad,4011
WA,30-44,$20-40k,Black,Male,< HS,331
WA,30-44,$20-40k,Black,Male,HS,1953
WA,30-44,$20-40k,Black,Male,Some Coll,2586
WA,30-44,$20-40k,Black,Male,Coll,208
WA,30-44,$20-40k,Black,Male,Post-Grad,106
WA,30-44,$20-40k,Black,Female,< HS,323
WA,30-44,$20-40k,Black,Female,HS,1063
WA,30-44,$20-40k,Black,Female,Some Coll,2367
WA,30-44,$20-40k,Black,Female,Coll,375
WA,30-44,$20-40k,Black,Female,Post-Grad,196
WA,30-44,$20-40k,Hispanic,Male,< HS,2610
WA,30-44,$20-40k,Hispanic,Male,HS,2797
WA,30-44,$20-40k,Hispanic,Male,Some Coll,2249
WA,30-44,$20-40k,Hispanic,Male,Coll,432
WA,30-44,$20-40k,Hispanic,Male,Post-Grad,197
WA,30-44,$20-40k,Hispanic,Female,< HS,1897
WA,30-44,$20-40k,Hispanic,Female,HS,2166
WA,30-44,$20-40k,Hispanic,Female,Some Coll,2247
WA,30-44,$20-40k,Hispanic,Female,Coll,485
WA,30-44,$20-40k,Hispanic,Female,Post-Grad,163
WA,30-44,$20-40k,Other,Male,< HS,1441
WA,30-44,$20-40k,Other,Male,HS,2713
WA,30-44,$20-40k,Other,Male,Some Coll,2958
WA,30-44,$20-40k,Other,Male,Coll,1560
WA,30-44,$20-40k,Other,Male,Post-Grad,430
WA,30-44,$20-40k,Other,Female,< HS,1070
WA,30-44,$20-40k,Other,Female,HS,2137
WA,30-44,$20-40k,Other,Female,Some Coll,4181
WA,30-44,$20-40k,Other,Female,Coll,1344
WA,30-44,$20-40k,Other,Female,Post-Grad,437
WA,30-44,$40-75k,White,Male,< HS,10820
WA,30-44,$40-75k,White,Male,HS,50924
WA,30-44,$40-75k,White,Male,Some Coll,60930
WA,30-44,$40-75k,White,Male,Coll,29018
WA,30-44,$40-75k,White,Male,Post-Grad,9809
WA,30-44,$40-75k,White,Female,< HS,7021
WA,30-44,$40-75k,White,Female,HS,40366
WA,30-44,$40-75k,White,Female,Some Coll,58601
WA,30-44,$40-75k,White,Female,Coll,30890
WA,30-44,$40-75k,White,Female,Post-Grad,13600
WA,30-44,$40-75k,Black,Male,< HS,896
WA,30-44,$40-75k,Black,Male,HS,2129
WA,30-44,$40-75k,Black,Male,Some Coll,3481
WA,30-44,$40-75k,Black,Male,Coll,1219
WA,30-44,$40-75k,Black,Male,Post-Grad,207
WA,30-44,$40-75k,Black,Female,< HS,686
WA,30-44,$40-75k,Black,Female,HS,1330
WA,30-44,$40-75k,Black,Female,Some Coll,3105
WA,30-44,$40-75k,Black,Female,Coll,744
WA,30-44,$40-75k,Black,Female,Post-Grad,239
WA,30-44,$40-75k,Hispanic,Male,< HS,2242
WA,30-44,$40-75k,Hispanic,Male,HS,4272
WA,30-44,$40-75k,Hispanic,Male,Some Coll,3916
WA,30-44,$40-75k,Hispanic,Male,Coll,1238
